Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Sisalem,183.84,3,1991,4376.33,8,"80 Rue A, Agadir",314284.0
Elkasba,133.64,2,2003,1385.3,8,"75 Rue F, Marrakech",162240.0
Sisalem,275.87,4,2007,1221.88,1,"81 Rue C, Fes",163286.0
Haycharaf,211.41,2,2005,1459.3,9,"14 Rue E, Béni Mellal",171335.0
Haycharaf,146.28,2,2018,3312.6,9,"8 Rue F, Agadir",265905.0
Alatlas,200.49,2,2000,4149.19,2,"26 Rue F, Béni Mellal",
Alatlas,246.3,2,1995,1989.4,2,"24 Rue A, Fes",199154.0
Taqaddom,291.62,4,1992,1280.58,8,"12 Rue A, Marrakech",164491.0
RiadSalam,144.09,2,2003,1441.37,6,"88 Rue B, Agadir",168651.0
Alatlas,277.24,3,1991,3286.33,3,"7 Rue F, Béni Mellal",266307.0
RiadSalam,286.86,3,2021,1607.16,2,"50 Rue C, Fes",185772.0
Elkasba,283.28,3,2020,4447.76,5,"68 Rue B, Marrakech",327969.0
Elhouda,227.08,4,2000,967.51,8,"26 Rue F, Marrakech",146853.0
Almassira1,225.96,2,2011,645.66,6,"78 Rue F, Agadir",133321.0
Elkasba,180.64,4,1992,897.7,3,"61 Rue C, Fes",139698.0
RiadSalam,250.48,2,2020,4305.39,9,"87 Rue E, Béni Mellal",321086.0
RiadSalam,206.26,4,2022,3430.53,8,"57 Rue B, Rabat",272172.0
RiadSalam,235.49,4,2013,4809.85,6,"1 Rue A, Agadir",347183.0
Haycharaf,185.69,2,1990,2013.33,1,"26 Rue C, Agadir",201576.0
Elhouda,246.3,4,2004,1457.05,2,"70 Rue E, Agadir",172795.0
Elkasba,264.89,2,2016,3028.89,4,"90 Rue A, Fes",255334.0
Sisalem,129.29,3,2016,2920.23,2,"98 Rue A, Agadir",245136.0
Haycharaf,266.59,3,2001,3159.61,3,"24 Rue C, Agadir",258973.0
Elhouda,208.06,3,1992,2063.9,8,"21 Rue D, Fes",204678.0
Alatlas,268.93,4,2019,526.54,9,"76 Rue C, Rabat",133765.0
Alatlas,186.26,3,2021,657.64,6,"53 Rue E, Fes",128524.0
Alatlas,175.81,2,2012,3487.22,4,"37 Rue B, Marrakech",268652.0
Elkasba,283.01,3,1991,2854.66,2,"33 Rue C, Fes",253764.0
RiadSalam,150.23,3,1996,4194.55,7,"31 Rue E, Béni Mellal",309198.0
Sisalem,268.84,4,2021,1851.84,7,"84 Rue F, Tanger",199647.0
Taqaddom,196.8,2,2021,4169.63,9,"37 Rue B, Béni Mellal",303515.0
Elkasba,202.82,4,2003,2414.71,5,"8 Rue A, Marrakech",223510.0
Taqaddom,161.69,4,1992,935.14,4,"45 Rue F, Béni Mellal",137398.0
RiadSalam,214.61,2,2021,4900.6,6,"80 Rue D, Béni Mellal",347820.0
RiadSalam,165.04,4,2006,2803.71,2,"87 Rue F, Marrakech",230901.0
RiadSalam,107.85,2,1992,3332.65,2,"2 Rue F, Fes",256332.0
Taqaddom,154.4,3,1999,3518.59,9,"12 Rue C, Rabat",273175.0
RiadSalam,101.28,2,2007,2130.86,7,"99 Rue C, Fes",188002.0
Taqaddom,295.67,2,1992,3863.88,7,"88 Rue E, Fes",298439.0
RiadSalam,293.15,2,1999,4416.2,5,"9 Rue E, Tanger",328053.0
Almassira1,179.03,4,1998,2242.34,7,"94 Rue C, Marrakech",207847.0
RiadSalam,245.67,2,2000,3456.5,9,"46 Rue F, Marrakech",273562.0
Sisalem,169.16,2,2022,3907.06,5,"48 Rue D, Tanger",291497.0
Taqaddom,234.22,2,2015,1355.57,9,"98 Rue D, Tanger",173211.0
Almassira1,261.09,3,2016,1996.68,1,"70 Rue F, Agadir",208414.0
Elhouda,289.35,2,2011,989.58,3,"30 Rue E, Agadir",158416.0
Elkasba,180.04,4,2015,3209.94,7,"6 Rue F, Tanger",262691.0
Alatlas,256.66,2,2011,4104.22,4,"53 Rue D, Marrakech",307536.0
Alatlas,153.19,2,1994,3248.77,2,"42 Rue D, Marrakech",
Alatlas,298.07,3,1991,1309.03,3,"60 Rue D, Agadir",169296.0
RiadSalam,105.15,2,1998,2958.66,7,"19 Rue F, Marrakech",246650.0
Elkasba,220.71,4,2007,4257.2,8,"54 Rue A, Agadir",314084.0
Sisalem,231.9,2,2001,1862.26,9,"41 Rue D, Fes",197076.0
RiadSalam,237.61,4,1992,4246.93,6,"20 Rue D, Tanger",308804.0
RiadSalam,124.08,3,2007,4030.8,9,"2 Rue D, Fes",296066.0
Almassira1,287.71,2,1996,597.83,4,"23 Rue B, Rabat",136356.0
RiadSalam,136.24,3,2022,1577.55,5,"24 Rue B, Béni Mellal",173946.0
Haycharaf,224.55,2,1995,2943.24,1,"3 Rue D, Marrakech",247452.0
Alatlas,144.54,4,2007,3729.28,9,"20 Rue C, Tanger",
Elhouda,161.44,3,2011,4462.39,9,"26 Rue A, Marrakech",317900.0
Elkasba,209.29,2,1998,3384.69,9,"51 Rue B, Tanger",268362.0
Sisalem,183.44,4,2012,2211.55,3,"71 Rue C, Agadir",212502.0
Sisalem,132.05,3,2001,1330.82,8,"25 Rue D, Rabat",158048.0
RiadSalam,134.19,2,2013,3920.16,3,"93 Rue D, Marrakech",295721.0
Elhouda,183.63,3,1998,1430.52,6,"56 Rue B, Marrakech",168742.0
Taqaddom,251.46,2,2002,3629.44,5,"86 Rue A, Tanger",288823.0
Elkasba,279.59,4,2006,1315.45,8,"14 Rue A, Tanger",175387.0
Sisalem,116.83,4,1996,909.74,3,"91 Rue D, Rabat",131681.0
RiadSalam,178.62,3,2006,1629.95,1,"38 Rue B, Agadir",174093.0
Elhouda,120.05,3,2013,1782.18,9,"67 Rue D, Agadir",179134.0
RiadSalam,103.32,2,1991,3412.44,9,"54 Rue D, Béni Mellal",255570.0
Alatlas,232.34,4,2017,1223.98,3,"40 Rue F, Agadir",162080.0
Taqaddom,220.49,2,2008,4686.38,2,"44 Rue F, Tanger",334857.0
Elhouda,132.6,4,2022,2994.63,4,"88 Rue E, Marrakech",245071.0
Elhouda,146.76,3,2010,2709.19,8,"79 Rue A, Rabat",230295.0
Alatlas,104.74,2,1999,2456.13,6,"17 Rue E, Tanger",
RiadSalam,266.99,2,1998,3049.71,1,"44 Rue F, Tanger",259746.0
Taqaddom,294.94,4,1995,601.01,8,"89 Rue B, Tanger",139845.0
Sisalem,127.09,4,2007,4955.39,5,"73 Rue D, Béni Mellal",345841.0
Sisalem,146.3,4,2008,3008.86,6,"3 Rue D, Tanger",245170.0
Haycharaf,273.68,3,1994,658.38,5,"54 Rue B, Agadir",
Taqaddom,285.29,2,2014,3154.9,5,"42 Rue F, Agadir",
Sisalem,183.93,4,2000,2466.85,3,"41 Rue F, Marrakech",
Elkasba,110.12,3,1999,608.17,4,"36 Rue E, Tanger",123842.0
Alatlas,107.88,4,2006,4659.93,5,"74 Rue C, Fes",327342.0
Sisalem,214.79,2,2015,547.55,2,"25 Rue B, Tanger",127883.0
Haycharaf,178.58,4,2020,3100.42,6,"81 Rue E, Agadir",255313.0
Elhouda,105.73,2,2021,4828.06,2,"91 Rue E, Rabat",
Sisalem,216.65,3,2010,1569.22,4,"31 Rue B, Marrakech",177842.0
RiadSalam,102.26,3,2007,1643.81,1,"73 Rue D, Béni Mellal",170507.0
Almassira1,257.47,4,2007,501.9,4,"41 Rue E, Béni Mellal",130491.0
Alatlas,161.29,2,1990,798.58,7,"50 Rue B, Rabat",137493.0
Elkasba,108.05,2,2003,702.0,8,"42 Rue A, Rabat",
Elhouda,217.67,2,1997,4201.95,2,"63 Rue D, Rabat",309273.0
Almassira1,179.54,4,1991,4265.32,3,"94 Rue C, Béni Mellal",303734.0
Sisalem,294.76,2,2004,3770.15,1,"58 Rue D, Agadir",295068.0
Almassira1,208.84,2,1990,2087.35,7,"99 Rue C, Fes",208372.0
Elkasba,155.05,2,2010,4195.65,4,"19 Rue C, Béni Mellal",302655.0
Taqaddom,241.89,2,1990,2928.99,8,"61 Rue B, Agadir",247551.0
Taqaddom,154.3,4,2021,1869.4,5,"82 Rue A, Tanger",190813.0
Elhouda,280.85,4,2009,2467.75,9,"46 Rue E, Marrakech",232835.0
Taqaddom,174.94,2,2019,795.95,6,"72 Rue B, Tanger",139661.0
Sisalem,209.97,2,1996,4752.09,2,"41 Rue D, Tanger",336744.0
Elkasba,110.11,3,2011,3286.02,1,"78 Rue E, Agadir",256697.0
Haycharaf,185.22,3,1999,3790.55,1,"83 Rue B, Rabat",288072.0
Sisalem,266.47,2,1997,3544.63,9,"78 Rue A, Tanger",
Haycharaf,261.13,2,2016,3504.87,1,"94 Rue A, Fes",274372.0
Elhouda,144.86,3,1999,577.67,3,"25 Rue E, Rabat",119625.0
RiadSalam,145.22,3,2003,2864.17,2,"37 Rue B, Marrakech",241099.0
Sisalem,263.46,2,2000,4197.7,4,"55 Rue F, Béni Mellal",320626.0
Almassira1,286.08,4,1995,700.33,1,"39 Rue C, Agadir",140721.0
Almassira1,119.07,4,2010,4802.75,1,"19 Rue C, Béni Mellal",335884.0
Sisalem,190.01,2,2022,2408.72,4,"4 Rue F, Fes",217915.0
Haycharaf,167.49,2,2008,1804.53,4,"98 Rue D, Béni Mellal",187058.0
Almassira1,274.14,3,2013,2893.2,7,"48 Rue D, Agadir",248645.0
Sisalem,116.7,3,2007,4105.46,8,"58 Rue F, Marrakech",299785.0
Elkasba,142.23,4,2008,2636.4,8,"72 Rue B, Rabat",223805.0
Sisalem,250.49,2,2013,3402.98,8,"57 Rue C, Béni Mellal",271125.0
Alatlas,110.26,3,2011,2749.61,9,"36 Rue D, Tanger",228719.0
RiadSalam,198.51,4,1993,3340.73,1,"26 Rue F, Rabat",267503.0
Haycharaf,188.42,4,1999,1121.14,9,"59 Rue C, Agadir",154296.0
Alatlas,166.88,4,1991,673.99,8,"76 Rue B, Tanger",127732.0
Almassira1,178.91,3,1997,1116.06,1,"3 Rue A, Béni Mellal",149421.0
Almassira1,205.99,3,2022,1786.27,7,"42 Rue E, Marrakech",184307.0
Haycharaf,132.27,2,2017,1640.1,9,"48 Rue B, Tanger",173861.0
Sisalem,214.4,2,1999,3268.29,4,"93 Rue D, Rabat",262602.0
RiadSalam,261.09,4,1990,2551.5,9,"4 Rue F, Marrakech",233165.0
Elhouda,252.03,4,1992,674.65,1,"83 Rue C, Marrakech",133024.0
Elkasba,130.78,3,1998,656.9,9,"23 Rue C, Rabat",127275.0
Alatlas,129.85,3,1994,907.65,6,"98 Rue A, Fes",135632.0
RiadSalam,153.63,2,1999,2088.87,4,"37 Rue C, Rabat",
Elhouda,172.21,2,2001,527.82,5,"97 Rue E, Béni Mellal",126116.0
Elkasba,181.69,2,2007,2722.94,7,"66 Rue A, Fes",225887.0
Sisalem,235.94,3,2010,2123.01,4,"92 Rue F, Agadir",204590.0
Haycharaf,111.34,4,2010,2999.49,8,"64 Rue A, Béni Mellal",241312.0
Taqaddom,106.93,2,1990,3743.71,3,"18 Rue B, Béni Mellal",276734.0
RiadSalam,178.38,2,1992,1629.38,2,"67 Rue B, Fes",172387.0
Sisalem,239.43,3,1994,1206.88,1,"31 Rue A, Tanger",
Taqaddom,138.69,2,2014,1751.24,6,"46 Rue C, Béni Mellal",183968.0
Elhouda,228.3,4,1997,507.93,2,"53 Rue C, Béni Mellal",122815.0
RiadSalam,151.97,3,2006,1040.06,8,"64 Rue D, Rabat",149848.0
Alatlas,277.22,2,1998,3878.74,4,"8 Rue E, Marrakech",297048.0
Sisalem,279.14,2,2021,1502.63,9,"83 Rue D, Fes",176115.0
Elhouda,159.46,3,1995,4974.35,4,"20 Rue E, Béni Mellal",345811.0
Elhouda,146.0,3,2010,1255.24,4,"27 Rue D, Agadir",157539.0
Almassira1,182.26,2,1996,4049.47,8,"15 Rue C, Agadir",294909.0
Elkasba,148.11,4,1996,3672.7,8,"31 Rue A, Fes",275957.0
Haycharaf,234.48,3,2016,1949.59,5,"88 Rue E, Béni Mellal",204933.0
Elhouda,265.21,4,1997,1988.33,3,"7 Rue F, Fes",205670.0
Taqaddom,234.62,2,1998,3035.98,2,"29 Rue D, Béni Mellal",
Sisalem,264.87,4,2017,4335.68,9,"6 Rue B, Agadir",318717.0
Sisalem,179.4,2,2004,2237.84,9,"20 Rue B, Rabat",212514.0
Almassira1,131.26,2,1991,775.31,5,"41 Rue C, Marrakech",126387.0
Taqaddom,247.59,2,1996,2184.89,8,"97 Rue F, Fes",207781.0
RiadSalam,172.09,2,2007,1432.91,7,"51 Rue A, Rabat",170459.0
Alatlas,234.25,4,2011,4726.43,3,"98 Rue C, Marrakech",
Alatlas,154.13,2,1999,3637.73,5,"4 Rue F, Fes",280711.0
Taqaddom,116.25,2,2022,728.75,9,"90 Rue D, Rabat",124663.0
Elkasba,298.52,4,1996,1818.45,4,"9 Rue A, Agadir",195293.0
Almassira1,131.24,3,1992,725.97,3,"76 Rue A, Agadir",131685.0
Elkasba,297.68,4,2003,4235.08,7,"30 Rue E, Marrakech",317533.0
Taqaddom,295.46,4,2002,4578.33,8,"1 Rue C, Fes",338753.0
Elkasba,258.76,4,2005,1005.26,5,"11 Rue E, Tanger",151041.0
RiadSalam,231.88,2,2005,2481.31,8,"66 Rue B, Marrakech",224895.0
Taqaddom,215.56,2,1994,4693.47,5,"28 Rue B, Rabat",336496.0
Haycharaf,273.22,2,2014,1153.45,9,"1 Rue F, Fes",160925.0
Elkasba,157.89,3,2015,1813.57,7,"80 Rue C, Tanger",189192.0
Taqaddom,193.54,2,2002,1869.24,5,"72 Rue C, Rabat",190320.0
RiadSalam,223.88,3,2015,635.26,9,"50 Rue B, Agadir",133607.0
Elhouda,182.24,2,1990,663.23,5,"97 Rue E, Tanger",126595.0
Almassira1,185.5,4,1997,4787.57,8,"43 Rue B, Tanger",334422.0
Sisalem,166.06,2,1993,3069.92,4,"34 Rue D, Béni Mellal",246019.0
Haycharaf,212.85,3,2010,1879.92,9,"84 Rue C, Marrakech",192461.0
Sisalem,270.11,3,2011,2204.04,6,"4 Rue D, Rabat",220176.0
Sisalem,140.31,2,1992,3716.79,6,"84 Rue F, Rabat",282000.0
Elkasba,286.89,4,2008,2149.33,3,"99 Rue D, Agadir",215492.0
Taqaddom,237.82,2,1990,1524.92,3,"24 Rue A, Béni Mellal",175614.0
Elhouda,264.65,2,2018,958.27,4,"50 Rue A, Fes",150316.0
Elhouda,211.24,2,2012,3780.2,1,"27 Rue B, Rabat",285833.0
Almassira1,255.9,4,2022,1312.54,6,"95 Rue F, Tanger",169306.0
Haycharaf,103.24,3,2012,813.42,1,"89 Rue F, Agadir",131618.0
Haycharaf,263.68,4,1994,2421.3,4,"76 Rue C, Tanger",226979.0
Almassira1,108.03,3,1996,678.07,7,"60 Rue A, Fes",124144.0
Elkasba,277.98,3,1995,4842.49,6,"81 Rue B, Rabat",349224.0
Elkasba,298.39,3,2011,3322.82,8,"33 Rue B, Rabat",276929.0
Alatlas,158.81,4,2002,1187.14,4,"4 Rue C, Béni Mellal",153195.0
Sisalem,142.06,2,2001,1276.04,9,"28 Rue B, Tanger",160563.0
Taqaddom,253.07,2,1993,3064.23,8,"27 Rue D, Fes",253347.0
Almassira1,150.61,2,1997,2104.55,5,"50 Rue F, Tanger",200862.0
RiadSalam,273.11,2,2020,3984.2,6,"59 Rue D, Rabat",305176.0
Sisalem,120.57,2,2015,2956.13,5,"97 Rue B, Marrakech",240224.0
Elhouda,125.19,4,1997,2450.0,6,"62 Rue E, Rabat",213224.0
Elhouda,295.83,4,2022,4833.41,1,"37 Rue F, Agadir",353347.0
Almassira1,234.77,4,2018,2258.28,4,"10 Rue E, Béni Mellal",213531.0
Haycharaf,269.38,4,1994,2302.75,9,"1 Rue A, Rabat",224134.0
Elhouda,164.87,4,2017,3495.98,4,"7 Rue A, Tanger",275079.0
Almassira1,235.3,4,2006,4142.65,2,"1 Rue C, Marrakech",310383.0
Almassira1,218.85,4,2012,3317.97,6,"49 Rue F, Rabat",265816.0
Alatlas,220.63,2,1998,3643.75,2,"21 Rue A, Béni Mellal",279741.0
Sisalem,236.51,3,1991,2178.19,3,"48 Rue B, Fes",204287.0
Alatlas,215.07,4,2021,2657.74,7,"25 Rue D, Fes",235433.0
Elkasba,185.81,3,2020,1386.66,4,"48 Rue A, Tanger",
Haycharaf,155.18,4,1996,3561.11,1,"54 Rue F, Béni Mellal",269377.0
Alatlas,253.72,4,2019,1496.53,9,"39 Rue A, Béni Mellal",
Alatlas,145.25,2,1992,505.66,6,"39 Rue B, Tanger",117236.0
Taqaddom,238.47,3,1998,4701.93,9,"59 Rue B, Béni Mellal",337867.0
Alatlas,146.67,2,1999,1877.07,3,"82 Rue F, Fes",
Elhouda,225.07,2,2015,1384.84,5,"4 Rue D, Agadir",175352.0
Almassira1,249.42,3,1990,1706.66,9,"2 Rue A, Béni Mellal",188712.0
Elhouda,143.74,2,2019,1987.01,6,"93 Rue B, Marrakech",191888.0
Sisalem,111.99,4,2004,2635.46,2,"75 Rue F, Rabat",222267.0
Elkasba,126.19,4,2014,812.08,1,"35 Rue C, Béni Mellal",131217.0
Elkasba,221.2,4,1995,737.03,9,"90 Rue E, Marrakech",143029.0
Haycharaf,269.89,4,2007,1818.1,1,"9 Rue F, Fes",197022.0
Sisalem,109.0,4,1990,1830.95,5,"20 Rue B, Béni Mellal",183342.0
Haycharaf,246.83,2,1992,1029.41,1,"51 Rue F, Marrakech",157663.0
Taqaddom,168.26,2,2006,2321.56,5,"4 Rue A, Marrakech",209358.0
Almassira1,195.71,4,1997,1778.13,5,"56 Rue D, Marrakech",182751.0
Elkasba,285.77,4,2006,617.25,7,"23 Rue A, Rabat",137484.0
Almassira1,166.39,2,2014,4485.74,7,"6 Rue F, Béni Mellal",316091.0
Elhouda,193.07,3,2001,4487.09,1,"99 Rue C, Fes",320872.0
Sisalem,102.74,2,2018,1441.32,9,"37 Rue F, Marrakech",156136.0
Haycharaf,116.32,2,2014,1232.93,1,"26 Rue C, Béni Mellal",148860.0
Elhouda,151.72,2,2014,2962.82,5,"86 Rue C, Agadir",246465.0
RiadSalam,105.57,2,2018,3338.39,7,"31 Rue F, Marrakech",258895.0
Alatlas,226.28,2,2000,4808.94,8,"1 Rue F, Béni Mellal",346795.0
Haycharaf,185.28,3,1993,2198.07,2,"73 Rue D, Rabat",
Haycharaf,209.63,4,2003,3281.9,1,"90 Rue D, Agadir",263303.0
Elkasba,134.93,4,2006,4451.81,4,"92 Rue F, Béni Mellal",316201.0
Almassira1,159.19,3,1991,2524.79,4,"37 Rue C, Béni Mellal",231458.0
RiadSalam,232.76,4,1997,1050.56,6,"77 Rue C, Marrakech",157194.0
Elkasba,293.06,4,1999,2198.51,1,"61 Rue E, Agadir",214169.0
Alatlas,110.08,4,1996,1114.55,1,"48 Rue F, Tanger",147127.0
Elkasba,278.08,3,2005,574.88,3,"93 Rue E, Rabat",134864.0
Elkasba,215.38,3,2003,3881.99,5,"19 Rue C, Fes",
Elkasba,212.78,4,2005,1572.91,6,"82 Rue C, Marrakech",184295.0
Almassira1,200.06,4,2014,509.03,5,"23 Rue E, Marrakech",126410.0
Elkasba,113.88,4,1993,4425.95,5,"48 Rue D, Tanger",
Elkasba,117.98,2,2018,2497.05,9,"99 Rue C, Agadir",222424.0
Elkasba,220.18,2,1995,1574.87,2,"87 Rue D, Fes",174732.0
Elkasba,168.19,2,1990,1682.55,1,"70 Rue D, Tanger",178291.0
Haycharaf,283.45,3,1990,1582.42,6,"56 Rue A, Rabat",187521.0
RiadSalam,181.32,4,1992,1375.5,9,"33 Rue B, Tanger",163232.0
Elhouda,128.66,3,1990,4285.52,7,"46 Rue F, Marrakech",305935.0
Elhouda,242.94,3,1990,1266.49,8,"58 Rue E, Fes",163370.0
Elhouda,158.67,3,2010,3028.35,5,"22 Rue A, Tanger",246518.0
Alatlas,205.09,4,2019,847.94,4,"65 Rue F, Agadir",140096.0
Taqaddom,239.57,2,2021,4772.85,6,"77 Rue C, Rabat",341771.0
Taqaddom,280.05,4,2022,3214.91,3,"81 Rue F, Agadir",266371.0
Alatlas,258.44,4,2011,4564.19,1,"74 Rue B, Agadir",336321.0
Haycharaf,235.27,3,2019,2290.45,4,"89 Rue D, Béni Mellal",218098.0
Haycharaf,235.93,3,1993,4148.02,9,"54 Rue A, Rabat",311304.0
Alatlas,289.18,3,2012,4341.45,4,"70 Rue A, Rabat",324497.0
Almassira1,159.16,2,2014,3663.27,1,"14 Rue E, Béni Mellal",276985.0
Alatlas,100.22,2,2001,918.26,4,"33 Rue E, Fes",136367.0
RiadSalam,154.39,2,2006,572.36,7,"22 Rue F, Agadir",
Almassira1,143.58,4,2004,1258.52,3,"88 Rue F, Tanger",149274.0
Sisalem,232.37,3,1999,1031.44,6,"63 Rue A, Tanger",153131.0
Elkasba,226.74,4,2018,3763.12,1,"94 Rue C, Rabat",291728.0
RiadSalam,218.69,2,2001,3006.53,4,"51 Rue E, Fes",248290.0
Taqaddom,103.25,3,1990,2866.78,3,"51 Rue B, Rabat",235269.0
Sisalem,245.76,2,1990,1637.9,1,"45 Rue F, Marrakech",184920.0
Alatlas,164.71,3,1999,1195.73,3,"89 Rue A, Agadir",
Taqaddom,233.01,3,2007,1429.47,4,"82 Rue F, Marrakech",174835.0
Haycharaf,211.32,4,1991,2301.25,5,"20 Rue F, Agadir",
Sisalem,168.55,4,1997,3830.64,6,"92 Rue A, Rabat",288092.0
RiadSalam,126.92,2,2011,1645.32,2,"14 Rue D, Agadir",173639.0
Alatlas,118.88,4,2011,3643.76,2,"10 Rue F, Tanger",275454.0
Elhouda,266.3,4,2015,2711.8,6,"31 Rue D, Tanger",244877.0
Alatlas,283.68,4,2015,4484.48,5,"27 Rue E, Fes",329677.0
Haycharaf,229.96,3,1998,1548.12,1,"13 Rue B, Béni Mellal",181064.0
Taqaddom,120.69,4,2010,2528.86,3,"3 Rue A, Tanger",217338.0
Taqaddom,180.41,2,2020,934.99,5,"16 Rue B, Agadir",143353.0
Elkasba,245.79,3,1995,2008.19,2,"88 Rue A, Béni Mellal",
Sisalem,255.96,3,2003,2780.96,1,"33 Rue D, Béni Mellal",237475.0
Elhouda,123.64,4,2022,3797.33,9,"55 Rue C, Fes",284205.0
Haycharaf,100.01,3,1996,1391.35,5,"52 Rue A, Fes",159796.0
Haycharaf,242.43,2,2013,1481.41,2,"77 Rue C, Tanger",177188.0
Almassira1,171.32,2,1998,3342.1,4,"50 Rue C, Agadir",267497.0
RiadSalam,150.9,3,2000,2221.06,3,"39 Rue D, Rabat",210063.0
Almassira1,102.58,4,2012,2669.43,7,"76 Rue D, Fes",227838.0
Elkasba,208.06,4,1991,4262.61,1,"79 Rue E, Béni Mellal",311220.0
Almassira1,270.23,3,2004,2745.87,4,"87 Rue D, Béni Mellal",241401.0
Alatlas,291.53,2,2017,3436.25,7,"64 Rue C, Tanger",276216.0
Haycharaf,213.15,3,1993,3455.49,5,"4 Rue C, Fes",272399.0
Haycharaf,202.89,4,1999,4116.25,4,"61 Rue D, Rabat",304637.0
RiadSalam,117.01,4,1995,3371.63,4,"99 Rue A, Marrakech",261108.0
Alatlas,209.77,3,2019,791.64,2,"89 Rue E, Rabat",
Sisalem,176.0,2,1999,2039.78,8,"45 Rue F, Marrakech",197256.0
Elkasba,221.43,3,2021,4951.92,4,"4 Rue D, Béni Mellal",343765.0
Sisalem,177.75,2,1992,1384.3,2,"63 Rue A, Marrakech",163034.0
Haycharaf,148.06,2,2015,3140.28,9,"33 Rue E, Béni Mellal",254257.0
Haycharaf,118.99,3,2004,4293.23,7,"11 Rue B, Fes",
Sisalem,162.98,3,2006,3139.51,3,"92 Rue F, Béni Mellal",257551.0
Almassira1,119.33,2,2016,2175.22,7,"59 Rue D, Fes",203707.0
Alatlas,135.38,2,2007,861.03,1,"44 Rue B, Rabat",137259.0
RiadSalam,297.47,2,2008,2127.49,1,"61 Rue A, Tanger",217707.0
RiadSalam,188.82,2,2001,1319.3,4,"40 Rue E, Fes",163026.0
Elkasba,206.37,4,2013,4823.88,4,"58 Rue B, Rabat",
Elhouda,274.72,3,1994,3717.64,4,"53 Rue A, Béni Mellal",290564.0
Almassira1,299.11,2,2013,3872.22,9,"88 Rue B, Rabat",296534.0
Elkasba,216.54,3,2016,2461.86,6,"87 Rue A, Rabat",
Sisalem,262.49,2,2019,994.84,3,"57 Rue A, Rabat",153419.0
Sisalem,165.39,3,2004,1700.22,6,"24 Rue D, Tanger",178375.0
Elkasba,161.15,3,2016,1668.7,2,"90 Rue E, Marrakech",177045.0
RiadSalam,180.54,2,2009,2690.51,2,"69 Rue F, Fes",231474.0
RiadSalam,234.5,2,2021,2574.41,7,"7 Rue C, Rabat",231564.0
Alatlas,236.44,3,1993,2450.34,3,"16 Rue F, Rabat",223513.0
Taqaddom,163.05,3,1994,2731.9,7,"63 Rue B, Marrakech",231213.0
RiadSalam,126.64,3,1997,4941.6,3,"38 Rue B, Béni Mellal",340442.0
Sisalem,226.48,4,2011,1842.59,2,"38 Rue E, Tanger",190137.0
Alatlas,125.67,2,1996,3268.71,4,"55 Rue A, Fes",255651.0
RiadSalam,215.7,4,2011,1577.78,4,"20 Rue A, Agadir",178368.0
Haycharaf,238.68,4,2019,2599.73,3,"62 Rue D, Agadir",226764.0
Alatlas,240.12,2,2005,1400.22,9,"1 Rue D, Fes",169212.0
Almassira1,250.69,2,2004,3011.87,6,"84 Rue B, Marrakech",251430.0
Almassira1,274.57,4,1994,1692.55,5,"6 Rue C, Agadir",194740.0
Taqaddom,199.99,2,1992,665.55,6,"29 Rue C, Fes",132804.0
Sisalem,246.05,3,2012,4168.72,8,"75 Rue D, Agadir",312558.0
Elhouda,223.83,3,1999,1077.15,5,"92 Rue D, Fes",153036.0
RiadSalam,137.33,4,1994,2156.17,4,"15 Rue A, Agadir",198971.0
Taqaddom,105.14,4,2012,2647.3,7,"18 Rue B, Fes",219489.0
Elkasba,156.91,2,2004,2446.16,5,"78 Rue E, Béni Mellal",216051.0
Almassira1,188.61,2,2007,3765.5,4,"57 Rue D, Tanger",290047.0
Alatlas,223.42,4,2014,3185.49,5,"90 Rue D, Béni Mellal",256618.0
Elhouda,269.99,4,1997,1829.17,4,"91 Rue E, Fes",194458.0
Alatlas,139.25,3,2020,732.66,8,"48 Rue F, Rabat",133429.0
Haycharaf,125.11,3,2010,3954.18,8,"14 Rue D, Marrakech",292824.0
Almassira1,292.7,2,1991,2086.37,1,"5 Rue C, Marrakech",208380.0
Haycharaf,121.61,3,2011,4503.76,3,"72 Rue F, Marrakech",320499.0
Haycharaf,195.7,2,1997,2277.76,4,"9 Rue A, Béni Mellal",210467.0
Almassira1,217.11,2,2012,3729.46,2,"34 Rue F, Tanger",283335.0
Haycharaf,208.27,2,2021,4728.04,5,"61 Rue D, Rabat",340921.0
Taqaddom,117.21,3,1997,3430.19,8,"32 Rue B, Béni Mellal",262899.0
Sisalem,111.41,4,1993,2360.7,2,"4 Rue B, Béni Mellal",207758.0
Elhouda,121.1,4,2019,3053.3,9,"74 Rue B, Fes",245678.0
Haycharaf,217.12,3,2008,2945.5,7,"26 Rue D, Fes",244861.0
Elkasba,208.87,4,2012,3131.69,6,"70 Rue C, Rabat",254857.0
RiadSalam,146.75,2,2007,1160.69,8,"34 Rue D, Béni Mellal",
Almassira1,227.55,4,2018,3643.29,2,"85 Rue B, Rabat",289421.0
Haycharaf,264.01,3,2012,1152.69,5,"53 Rue A, Rabat",159071.0
Haycharaf,108.32,4,2022,565.78,4,"6 Rue B, Agadir",118330.0
Alatlas,199.63,2,2007,3311.51,8,"19 Rue C, Agadir",264425.0
Alatlas,237.86,2,2022,1026.11,1,"96 Rue F, Marrakech",
Elhouda,150.46,3,1996,3966.85,3,"2 Rue C, Béni Mellal",289308.0
